id,location,date,total_cases,new_cases,total_deaths,new_deaths
79439,North America,3/31/2021,35136720,84748,806852,1786
79440,North Macedonia,3/31/2021,130022,1511,3781,32
79441,Northern Cyprus,3/31/2021,,,,
79442,Norway,3/31/2021,96079,871,673,12
79443,Oceania,3/31/2021,37911,394,997,4
79444,Oman,3/31/2021,159218,1162,1678,9
79445,Pakistan,3/31/2021,672931,4974,14530,96
79446,Palestine,3/31/2021,242353,2288,2627,13
79447,Panama,3/31/2021,355051,447,6114,5
79448,Papua New Guinea,3/31/2021,5991,371,60,4
79449,Paraguay,3/31/2021,214667,1976,4206,45
79450,Peru,3/31/2021,1548807,15686,52008,373
79451,Philippines,3/31/2021,747288,6107,13297,106
79452,Poland,3/31/2021,2321717,32891,53045,653
79453,Portugal,3/31/2021,821722,618,16848,3
79454,Qatar,3/31/2021,179964,780,291,2
79455,Romania,3/31/2021,952803,6156,23538,129
79456,Russia,3/31/2021,4494234,8156,97219,402
79457,Rwanda,3/31/2021,21783,138,307,1
79458,Saint Helena,3/31/2021,,,,
79459,Saint Kitts and Nevis,3/31/2021,44,0,,
79460,Saint Lucia,3/31/2021,4238,10,60,1
79461,Saint Vincent and the Grenadines,3/31/2021,1748,9,10,0
79462,Samoa,3/31/2021,3,0,,
79463,San Marino,3/31/2021,4730,52,84,0
79464,Sao Tome and Principe,3/31/2021,2223,2,34,0
79465,Saudi Arabia,3/31/2021,390007,585,6669,6
79466,Senegal,3/31/2021,38705,87,1051,2
79467,Serbia,3/31/2021,600596,5107,5308,38
79468,Seychelles,3/31/2021,4135,21,22,2
79469,Sierra Leone,3/31/2021,3980,10,79,0
79470,Singapore,3/31/2021,60381,34,30,0
79471,Slovakia,3/31/2021,361185,1855,9719,95
79472,Slovenia,3/31/2021,215602,1557,4047,7
79473,Solomon Islands,3/31/2021,19,1,,
79474,Somalia,3/31/2021,11398,106,529,8
79475,South Africa,3/31/2021,1548157,1422,52846,58
79476,South America,3/31/2021,21149540,145976,552232,4723
79477,South Korea,3/31/2021,103639,551,1735,4
79478,South Sudan,3/31/2021,10165,46,109,1
79479,Spain,3/31/2021,3284353,8534,75459,154
79480,Sri Lanka,3/31/2021,92706,264,568,2
79481,Sudan,3/31/2021,31833,426,2063,22
79482,Suriname,3/31/2021,9122,13,177,0
79483,Sweden,3/31/2021,804886,8441,13465,35
79484,Switzerland,3/31/2021,601124,2411,10337,15
79485,Syria,3/31/2021,18909,134,1265,11
79486,Taiwan,3/31/2021,1030,6,10,0
79487,Tajikistan,3/31/2021,13308,0,90,0
79488,Tanzania,3/31/2021,509,0,21,0
79489,Thailand,3/31/2021,28863,42,94,0
79490,Timor,3/31/2021,604,41,,
79491,Togo,3/31/2021,10249,0,109,0
79492,Trinidad and Tobago,3/31/2021,8026,22,142,0
79493,Tunisia,3/31/2021,254018,1847,8812,24
79494,Turkey,3/31/2021,3317182,39302,31537,152
79495,Turks and Caicos Islands,3/31/2021,,,,
79496,Uganda,3/31/2021,40867,28,335,0
79497,Ukraine,3/31/2021,1725029,11345,34456,413
79498,United Arab Emirates,3/31/2021,461444,2084,1497,5
79499,United Kingdom,3/31/2021,4359982,4115,126955,43
79500,United States,3/31/2021,30462210,67039,552597,1091
79501,Upper middle income,3/31/2021,,,,
79502,Uruguay,3/31/2021,105549,3088,974,21
79503,Uzbekistan,3/31/2021,82869,187,629,1
79504,Vanuatu,3/31/2021,3,0,,
79505,Vatican,3/31/2021,27,0,,
79506,Venezuela,3/31/2021,160497,1348,1602,13
79507,Vietnam,3/31/2021,2603,9,35,0
79508,Wallis and Futuna,3/31/2021,,,,
79509,World,3/31/2021,128897696,683205,2816184,12277
79510,Yemen,3/31/2021,4357,110,888,6
79511,Zambia,3/31/2021,88418,219,1208,6
79512,Zimbabwe,3/31/2021,36882,43,1523,3
79513,Afghanistan,4/1/2021,56517,63,2489,5
79514,Africa,4/1/2021,4239457,22144,113166,407
79515,Albania,4/1/2021,125506,349,2241,6
79516,Algeria,4/1/2021,117304,112,3096,3
79517,Andorra,4/1/2021,12053,43,115,0
79518,Angola,4/1/2021,22399,88,538,1
79519,Anguilla,4/1/2021,,,,
79520,Antigua and Barbuda,4/1/2021,1147,11,28,0
79521,Argentina,4/1/2021,2363251,14430,55941,83
79522,Armenia,4/1/2021,193736,1097,3533,18
79523,Aruba,4/1/2021,,,,
79524,Asia,4/1/2021,28705267,198134,429520,1426
79525,Australia,4/1/2021,29333,11,909,0
79526,Austria,4/1/2021,549592,3363,9368,29
79527,Azerbaijan,4/1/2021,263961,2248,3593,26
79528,Bahamas,4/1/2021,9171,52,188,0
79529,Bahrain,4/1/2021,145380,935,523,2
79530,Bangladesh,4/1/2021,617764,6469,9105,59
79531,Barbados,4/1/2021,3659,7,42,0
79532,Belarus,4/1/2021,323043,1236,2257,10
79533,Belgium,4/1/2021,887920,5467,23045,29
79534,Belize,4/1/2021,12456,0,317,0
79535,Benin,4/1/2021,7313,213,93,3
79536,Bermuda,4/1/2021,,,,
79537,Bhutan,4/1/2021,886,13,1,0
79538,Bolivia,4/1/2021,273327,916,12280,23
79539,Bosnia and Herzegovina,4/1/2021,171324,1698,6675,76
79540,Botswana,4/1/2021,40878,1030,591,23
79541,Brazil,4/1/2021,12839844,91097,325284,3769
79542,Brunei,4/1/2021,213,1,3,0
79543,Bulgaria,4/1/2021,346327,3694,13313,116
79544,Burkina Faso,4/1/2021,12774,57,149,3
79545,Burundi,4/1/2021,2842,32,6,0
79546,Cambodia,4/1/2021,2477,37,14,3
79547,Cameroon,4/1/2021,57337,9668,851,130
79548,Canada,4/1/2021,994549,5741,22998,38
79549,Cape Verde,4/1/2021,17587,117,169,1
79550,Cayman Islands,4/1/2021,,,,
79551,Central African Republic,4/1/2021,5222,61,72,5
79552,Chad,4/1/2021,4552,19,164,0
79553,Chile,4/1/2021,1003406,7868,23328,193
79554,China,4/1/2021,101754,22,4841,0
79555,Colombia,4/1/2021,2417826,11449,63614,192
79556,Comoros,4/1/2021,3704,8,146,0
79557,Congo,4/1/2021,9681,0,135,0
79558,Costa Rica,4/1/2021,216764,0,2957,0
79559,Cote d'Ivoire,4/1/2021,43889,0,244,0
79560,Croatia,4/1/2021,274054,2422,5967,20
79561,Cuba,4/1/2021,76276,1013,425,1
79562,Curacao,4/1/2021,,,,
79563,Cyprus,4/1/2021,46173,309,260,4
79564,Czechia,4/1/2021,1539617,7285,26586,165
79565,Democratic Republic of Congo,4/1/2021,28199,57,745,2
79566,Denmark,4/1/2021,231957,662,2424,4
79567,Djibouti,4/1/2021,8180,178,71,1
79568,Dominica,4/1/2021,164,3,,
79569,Dominican Republic,4/1/2021,253196,469,3330,5
79570,Ecuador,4/1/2021,330388,1633,16877,30
79571,Egypt,4/1/2021,202843,712,12041,46
79572,El Salvador,4/1/2021,64875,149,2006,0
79573,Equatorial Guinea,4/1/2021,7008,94,103,1
79574,Eritrea,4/1/2021,3308,23,10,0
79575,Estonia,4/1/2021,107253,829,908,6
79576,Eswatini,4/1/2021,17344,7,668,1
79577,Ethiopia,4/1/2021,208961,2372,2890,25
79578,Europe,4/1/2021,40099507,251149,919115,3880
79579,European Union,4/1/2021,26989991,203859,619786,2773
79580,Faeroe Islands,4/1/2021,,,,
79581,Falkland Islands,4/1/2021,,,,
79582,Fiji,4/1/2021,67,0,2,0
79583,Finland,4/1/2021,78106,654,846,2
79584,France,4/1/2021,4755779,50711,96106,308
79585,French Polynesia,4/1/2021,,,,
79586,Gabon,4/1/2021,19550,0,118,0
79587,Gambia,4/1/2021,5459,0,165,0
79588,Georgia,4/1/2021,282260,499,3785,7
79589,Germany,4/1/2021,2866323,22679,76823,234
79590,Ghana,4/1/2021,90583,0,743,0
79591,Gibraltar,4/1/2021,,,,
79592,Greece,4/1/2021,267172,3483,8160,67
79593,Greenland,4/1/2021,,,,
79594,Grenada,4/1/2021,155,0,1,0
79595,Guatemala,4/1/2021,194756,922,6860,20
79596,Guernsey,4/1/2021,,,,
79597,Guinea,4/1/2021,20083,175,127,2
79598,Guinea-Bissau,4/1/2021,3661,11,63,0
79599,Guyana,4/1/2021,10375,126,233,2
79600,Haiti,4/1/2021,12762,4,252,0
79601,High income,4/1/2021,,,,
79602,Honduras,4/1/2021,189726,683,4622,17
79603,Hong Kong,4/1/2021,,,,
79604,Hungary,4/1/2021,661721,9288,20995,258
79605,Iceland,4/1/2021,6205,0,29,0
79606,India,4/1/2021,12303131,81466,163396,469
79607,Indonesia,4/1/2021,1517854,6142,41054,196
79608,International,4/1/2021,721,0,15,0
79609,Iran,4/1/2021,1897314,11750,62759,94
79610,Iraq,4/1/2021,856939,6015,14360,37
79611,Ireland,4/1/2021,236600,746,4705,18
79612,Isle of Man,4/1/2021,,,,
79613,Israel,4/1/2021,833456,351,6220,11
79614,Italy,4/1/2021,3607083,22184,109847,501
79615,Jamaica,4/1/2021,39543,306,599,3
79616,Japan,4/1/2021,477239,2598,9173,18
79617,Jersey,4/1/2021,,,,
79618,Jordan,4/1/2021,618059,6482,6940,82
79619,Kazakhstan,4/1/2021,299626,2154,3234,2
79620,Kenya,4/1/2021,135042,984,2167,14
79621,Kosovo,4/1/2021,91079,1898,1892,26
79622,Kuwait,4/1/2021,233521,1418,1319,6
79623,Kyrgyzstan,4/1/2021,88538,0,1500,0
79624,Laos,4/1/2021,49,0,,
79625,Latvia,4/1/2021,103001,638,1913,14
79626,Lebanon,4/1/2021,471962,3562,6286,52
79627,Lesotho,4/1/2021,10706,0,315,0
79628,Liberia,4/1/2021,2042,0,85,0
79629,Libya,4/1/2021,159980,1023,2680,13
79630,Liechtenstein,4/1/2021,2675,5,56,0
79631,Lithuania,4/1/2021,217005,886,3583,9
79632,Low income,4/1/2021,,,,
79633,Lower middle income,4/1/2021,,,,
79634,Luxembourg,4/1/2021,61881,239,749,3
79635,Macao,4/1/2021,,,,
79636,Madagascar,4/1/2021,24696,270,433,15
79637,Malawi,4/1/2021,33584,33,1118,1
79638,Malaysia,4/1/2021,346678,1178,1278,6
79639,Maldives,4/1/2021,24379,300,67,0
79640,Mali,4/1/2021,10199,157,386,1
79641,Malta,4/1/2021,29085,52,394,2
79642,Marshall Islands,4/1/2021,4,0,,
79643,Mauritania,4/1/2021,17878,31,449,0
79644,Mauritius,4/1/2021,1039,11,12,0
79645,Mexico,4/1/2021,2244268,5381,203664,454
79646,Micronesia (country),4/1/2021,1,0,,
79647,Moldova,4/1/2021,231756,1515,5003,43
79648,Monaco,4/1/2021,2305,17,28,0
79649,Mongolia,4/1/2021,8841,0,8,0
79650,Montenegro,4/1/2021,91573,355,1286,12
79651,Montserrat,4/1/2021,,,,
79652,Morocco,4/1/2021,496676,579,8825,7
79653,Mozambique,4/1/2021,67729,150,775,0
79654,Myanmar,4/1/2021,142466,32,3206,0
79655,Namibia,4/1/2021,44374,235,528,5
79656,Nepal,4/1/2021,277461,152,3031,1
79657,Netherlands,4/1/2021,1301127,8321,16713,24
79658,New Caledonia,4/1/2021,,,,
79659,New Zealand,4/1/2021,2501,0,26,0
79660,Nicaragua,4/1/2021,6677,0,178,0
79661,Niger,4/1/2021,5021,20,187,1
79662,Nigeria,4/1/2021,162997,106,2058,1
79663,North America,4/1/2021,35231009,94289,808477,1625
79664,North Macedonia,4/1/2021,131424,1402,3810,29
79665,Northern Cyprus,4/1/2021,,,,
79666,Norway,4/1/2021,96770,691,673,0
79667,Oceania,4/1/2021,38043,132,997,0
79668,Oman,4/1/2021,160018,800,1681,3
79669,Pakistan,4/1/2021,678165,5234,14613,83
79670,Palestine,4/1/2021,244645,2292,2645,18
79671,Panama,4/1/2021,355499,448,6119,5
79672,Papua New Guinea,4/1/2021,6112,121,60,0
79673,Paraguay,4/1/2021,216278,1611,4250,44
79674,Peru,4/1/2021,1561723,12916,52161,153
79675,Philippines,4/1/2021,756199,8911,13303,6
79676,Poland,4/1/2021,2356970,35253,53665,620
79677,Portugal,4/1/2021,822314,592,16859,11
79678,Qatar,4/1/2021,180804,840,295,4
79679,Romania,4/1/2021,958918,6115,23674,136
79680,Russia,4/1/2021,4503291,9057,97594,375
79681,Rwanda,4/1/2021,21918,135,308,1
79682,Saint Helena,4/1/2021,,,,
79683,Saint Kitts and Nevis,4/1/2021,44,0,,
79684,Saint Lucia,4/1/2021,4245,7,61,1
79685,Saint Vincent and the Grenadines,4/1/2021,1750,2,10,0
79686,Samoa,4/1/2021,3,0,,
79687,San Marino,4/1/2021,4730,0,84,0
79688,Sao Tome and Principe,4/1/2021,2232,9,34,0
79689,Saudi Arabia,4/1/2021,390597,590,6676,7
79690,Senegal,4/1/2021,38782,77,1054,3
79691,Serbia,4/1/2021,605406,4810,5345,37
79692,Seychelles,4/1/2021,4135,0,22,0
79693,Sierra Leone,4/1/2021,3981,1,79,0
79694,Singapore,4/1/2021,60407,26,30,0
79695,Slovakia,4/1/2021,362489,1304,9790,71
79696,Slovenia,4/1/2021,216939,1337,4054,7
79697,Solomon Islands,4/1/2021,19,0,,
79698,Somalia,4/1/2021,11499,101,537,8
79699,South Africa,4/1/2021,1549451,1294,52897,51
79700,South America,4/1/2021,21295479,145939,556769,4537
79701,South Korea,4/1/2021,104194,555,1737,2
79702,South Sudan,4/1/2021,10197,32,112,3
79703,Spain,4/1/2021,3291394,7041,75541,82
79704,Sri Lanka,4/1/2021,92917,211,571,3
79705,Sudan,4/1/2021,31833,0,2063,0
79706,Suriname,4/1/2021,9122,0,177,0
79707,Sweden,4/1/2021,813191,8305,13498,33
79708,Switzerland,4/1/2021,603092,1968,10350,13
79709,Syria,4/1/2021,19039,130,1274,9
79710,Taiwan,4/1/2021,1036,6,10,0
79711,Tajikistan,4/1/2021,13308,0,90,0
79712,Tanzania,4/1/2021,509,0,21,0
79713,Thailand,4/1/2021,28889,26,94,0
79714,Timor,4/1/2021,643,39,,
79715,Togo,4/1/2021,10654,405,110,1
79716,Trinidad and Tobago,4/1/2021,8072,46,145,3
79717,Tunisia,4/1/2021,255308,1290,8843,31
79718,Turkey,4/1/2021,3357988,40806,31713,176
79719,Turks and Caicos Islands,4/1/2021,,,,
79720,Uganda,4/1/2021,40889,22,335,0
79721,Ukraine,4/1/2021,1742710,17681,34885,429
79722,United Arab Emirates,4/1/2021,463759,2315,1499,2
79723,United Kingdom,4/1/2021,4364547,4565,127006,51
79724,United States,4/1/2021,30541255,79045,553675,1078
79725,Upper middle income,4/1/2021,,,,
79726,Uruguay,4/1/2021,108188,2639,1009,35
79727,Uzbekistan,4/1/2021,83050,181,630,1
79728,Vanuatu,4/1/2021,3,0,,
79729,Vatican,4/1/2021,27,0,,
79730,Venezuela,4/1/2021,161751,1254,1615,13
79731,Vietnam,4/1/2021,2617,14,35,0
79732,Wallis and Futuna,4/1/2021,,,,
79733,World,4/1/2021,129609483,711787,2828059,11875
79734,Yemen,4/1/2021,4531,174,906,18
79735,Zambia,4/1/2021,88549,131,1212,4
79736,Zimbabwe,4/1/2021,36896,14,1523,0
79737,Afghanistan,4/2/2021,56572,55,2495,6
79738,Africa,4/2/2021,4252635,13178,113413,247
79739,Albania,4/2/2021,125842,336,2247,6
79740,Algeria,4/2/2021,117429,125,3099,3
79741,Andorra,4/2/2021,12115,62,116,1
79742,Angola,4/2/2021,22467,68,538,0
79743,Anguilla,4/2/2021,,,,
79744,Antigua and Barbuda,4/2/2021,1152,5,28,0
79745,Argentina,4/2/2021,2373153,9902,56023,82
79746,Armenia,4/2/2021,194852,1116,3552,19
79747,Aruba,4/2/2021,,,,
79748,Asia,4/2/2021,28915689,210422,431127,1607
79749,Australia,4/2/2021,29341,8,909,0
79750,Austria,4/2/2021,552729,3137,9397,29
79751,Azerbaijan,4/2/2021,266322,2361,3617,24
79752,Bahamas,4/2/2021,9171,0,188,0
79753,Bahrain,4/2/2021,146454,1074,527,4
79754,Bangladesh,4/2/2021,624594,6830,9155,50
79755,Barbados,4/2/2021,3665,6,42,0
79756,Belarus,4/2/2021,324694,1651,2267,10
79757,Belgium,4/2/2021,892585,4665,23083,38
79758,Belize,4/2/2021,12456,0,317,0
79759,Benin,4/2/2021,7313,0,93,0
79760,Bermuda,4/2/2021,,,,
79761,Bhutan,4/2/2021,889,3,1,0
79762,Bolivia,4/2/2021,273947,620,12305,25
79763,Bosnia and Herzegovina,4/2/2021,173478,2154,6763,88
79764,Botswana,4/2/2021,40878,0,591,0
79765,Brazil,4/2/2021,12910082,70238,328206,2922
79766,Brunei,4/2/2021,213,0,3,0
79767,Bulgaria,4/2/2021,350340,4013,13438,125
79768,Burkina Faso,4/2/2021,12791,17,150,1
79769,Burundi,4/2/2021,2842,0,6,0
79770,Cambodia,4/2/2021,2546,69,16,2
79771,Cameroon,4/2/2021,57337,0,851,0
79772,Canada,4/2/2021,998208,3659,23011,13
79773,Cape Verde,4/2/2021,17717,130,171,2
79774,Cayman Islands,4/2/2021,,,,
79775,Central African Republic,4/2/2021,5245,23,72,0
79776,Chad,4/2/2021,4573,21,164,0
79777,Chile,4/2/2021,1011485,8079,23421,93
79778,China,4/2/2021,101799,45,4841,0
79779,Colombia,4/2/2021,2428048,10222,63777,163
79780,Comoros,4/2/2021,3712,8,146,0
79781,Congo,4/2/2021,9681,0,135,0
79782,Costa Rica,4/2/2021,216764,0,2957,0
79783,Cote d'Ivoire,4/2/2021,44445,556,250,6
79784,Croatia,4/2/2021,276416,2362,5996,29
79785,Cuba,4/2/2021,77353,1077,429,4
79786,Curacao,4/2/2021,,,,
79787,Cyprus,4/2/2021,46878,705,261,1
79788,Czechia,4/2/2021,1545865,6248,26765,179
79789,Democratic Republic of Congo,4/2/2021,28217,18,745,0
79790,Denmark,4/2/2021,232665,708,2425,1
79791,Djibouti,4/2/2021,8431,251,72,1
79792,Dominica,4/2/2021,165,1,,
79793,Dominican Republic,4/2/2021,253781,585,3334,4
79794,Ecuador,4/2/2021,332038,1650,16910,33
79795,Egypt,4/2/2021,203546,703,12084,43
79796,El Salvador,4/2/2021,65030,155,2017,11
79797,Equatorial Guinea,4/2/2021,7008,0,103,0
79798,Eritrea,4/2/2021,3334,26,10,0
79799,Estonia,4/2/2021,108418,1165,922,14
79800,Eswatini,4/2/2021,17347,3,668,0
79801,Ethiopia,4/2/2021,211314,2353,2915,25
79802,Europe,4/2/2021,40316339,216832,922735,3620
79803,European Union,4/2/2021,27159705,169714,622271,2485
79804,Faeroe Islands,4/2/2021,,,,
79805,Falkland Islands,4/2/2021,,,,
79806,Fiji,4/2/2021,67,0,2,0
79807,Finland,4/2/2021,78672,566,846,0
79808,France,4/2/2021,4802457,46678,96438,332
79809,French Polynesia,4/2/2021,,,,
79810,Gabon,4/2/2021,19863,313,119,1
79811,Gambia,4/2/2021,5459,0,165,0
79812,Georgia,4/2/2021,282789,529,3798,13
79813,Germany,4/2/2021,2882356,16033,76940,117
79814,Ghana,4/2/2021,90674,91,744,1
79815,Gibraltar,4/2/2021,,,,
79816,Greece,4/2/2021,270230,3058,8232,72
79817,Greenland,4/2/2021,,,,
79818,Grenada,4/2/2021,155,0,1,0
79819,Guatemala,4/2/2021,195036,280,6875,15
79820,Guernsey,4/2/2021,,,,
79821,Guinea,4/2/2021,20228,145,128,1
79822,Guinea-Bissau,4/2/2021,3661,0,65,2
79823,Guyana,4/2/2021,10446,71,235,2
79824,Haiti,4/2/2021,12788,26,252,0
79825,High income,4/2/2021,,,,
79826,Honduras,4/2/2021,189726,0,4622,0
79827,Hong Kong,4/2/2021,,,,
79828,Hungary,4/2/2021,670776,9055,21262,267
79829,Iceland,4/2/2021,6205,0,29,0
79830,India,4/2/2021,12392260,89129,164110,714
79831,Indonesia,4/2/2021,1523179,5325,41151,97
79832,International,4/2/2021,721,0,15,0
79833,Iran,4/2/2021,1908974,11660,62876,117
79834,Iraq,4/2/2021,862821,5882,14390,30
79835,Ireland,4/2/2021,237187,587,4713,8
79836,Isle of Man,4/2/2021,,,,
79837,Israel,4/2/2021,833707,251,6220,0
79838,Italy,4/2/2021,3629000,21917,110328,481
79839,Jamaica,4/2/2021,39967,424,607,8
79840,Japan,4/2/2021,479953,2714,9191,18
79841,Jersey,4/2/2021,,,,
79842,Jordan,4/2/2021,622833,4774,7039,99
79843,Kazakhstan,4/2/2021,301818,2192,3236,2
79844,Kenya,4/2/2021,136893,1851,2186,19
79845,Kosovo,4/2/2021,91079,0,1892,0
79846,Kuwait,4/2/2021,234754,1233,1327,8
79847,Kyrgyzstan,4/2/2021,88700,162,1500,0
79848,Laos,4/2/2021,49,0,,
79849,Latvia,4/2/2021,103588,587,1922,9
79850,Lebanon,4/2/2021,474925,2963,6346,60
79851,Lesotho,4/2/2021,10706,0,315,0
79852,Liberia,4/2/2021,2042,0,85,0
79853,Libya,4/2/2021,161088,1108,2684,4
79854,Liechtenstein,4/2/2021,2678,3,56,0
79855,Lithuania,4/2/2021,217865,860,3594,11
79856,Low income,4/2/2021,,,,
79857,Lower middle income,4/2/2021,,,,
79858,Luxembourg,4/2/2021,62105,224,750,1
79859,Macao,4/2/2021,,,,
79860,Madagascar,4/2/2021,24968,272,444,11
79861,Malawi,4/2/2021,33639,55,1119,1
79862,Malaysia,4/2/2021,347972,1294,1283,5
79863,Maldives,4/2/2021,24548,169,67,0
79864,Mali,4/2/2021,10285,86,390,4
79865,Malta,4/2/2021,29127,42,395,1
79866,Marshall Islands,4/2/2021,4,0,,
79867,Mauritania,4/2/2021,17904,26,449,0
79868,Mauritius,4/2/2021,1095,56,12,0
79869,Mexico,4/2/2021,2247357,3089,203854,190
79870,Micronesia (country),4/2/2021,1,0,,
79871,Moldova,4/2/2021,233136,1380,5048,45
79872,Monaco,4/2/2021,2320,15,28,0
79873,Mongolia,4/2/2021,9598,757,10,2
79874,Montenegro,4/2/2021,91906,333,1296,10
79875,Montserrat,4/2/2021,,,,
79876,Morocco,4/2/2021,497257,581,8835,10
79877,Mozambique,4/2/2021,67923,194,778,3
79878,Myanmar,4/2/2021,142466,0,3206,0
79879,Namibia,4/2/2021,44581,207,531,3
79880,Nepal,4/2/2021,277640,179,3031,0
79881,Netherlands,4/2/2021,1308774,7647,16733,20
79882,New Caledonia,4/2/2021,,,,
79883,New Zealand,4/2/2021,2501,0,26,0
79884,Nicaragua,4/2/2021,6677,0,178,0
79885,Niger,4/2/2021,5021,0,187,0
79886,Nigeria,4/2/2021,163063,66,2058,0
79887,North America,4/2/2021,35310566,79557,809681,1204
79888,North Macedonia,4/2/2021,132740,1316,3860,50
79889,Northern Cyprus,4/2/2021,,,,
79890,Norway,4/2/2021,97410,640,673,0
79891,Oceania,4/2/2021,38414,371,997,0
79892,Oman,4/2/2021,160018,0,1681,0
79893,Pakistan,4/2/2021,682888,4723,14697,84
79894,Palestine,4/2/2021,246893,2248,2661,16
79895,Panama,4/2/2021,355850,351,6126,7
79896,Papua New Guinea,4/2/2021,6475,363,60,0
79897,Paraguay,4/2/2021,217886,1608,4294,44
79898,Peru,4/2/2021,1568345,6622,52331,170
79899,Philippines,4/2/2021,771497,15298,13320,17
79900,Poland,4/2/2021,2387511,30541,54165,500
79901,Portugal,4/2/2021,822862,548,16868,9
79902,Qatar,4/2/2021,181678,874,298,3
79903,Romania,4/2/2021,964726,5808,23819,145
79904,Russia,4/2/2021,4511973,8682,97986,392
79905,Rwanda,4/2/2021,22167,249,310,2
79906,Saint Helena,4/2/2021,,,,
79907,Saint Kitts and Nevis,4/2/2021,44,0,,
79908,Saint Lucia,4/2/2021,4265,20,61,0
79909,Saint Vincent and the Grenadines,4/2/2021,1754,4,10,0
79910,Samoa,4/2/2021,3,0,,
79911,San Marino,4/2/2021,4775,45,84,0
79912,Sao Tome and Principe,4/2/2021,2236,4,34,0
79913,Saudi Arabia,4/2/2021,391325,728,6684,8
79914,Senegal,4/2/2021,38889,107,1056,2
79915,Serbia,4/2/2021,610232,4826,5384,39
79916,Seychelles,4/2/2021,4259,124,24,2
79917,Sierra Leone,4/2/2021,3987,6,79,0
79918,Singapore,4/2/2021,60450,43,30,0
79919,Slovakia,4/2/2021,363874,1385,9877,87
79920,Slovenia,4/2/2021,218114,1175,4063,9
79921,Solomon Islands,4/2/2021,19,0,,
79922,Somalia,4/2/2021,11499,0,537,0
79923,South Africa,4/2/2021,1550724,1273,52946,49
79924,South America,4/2/2021,21408858,113379,560349,3580
79925,South Korea,4/2/2021,104736,542,1740,3
79926,South Sudan,4/2/2021,10219,22,112,0
79927,Spain,4/2/2021,3291394,0,75541,0
79928,Sri Lanka,4/2/2021,93128,211,571,0
79929,Sudan,4/2/2021,31833,0,2063,0
79930,Suriname,4/2/2021,9130,8,177,0
79931,Sweden,4/2/2021,813191,0,13498,0
79932,Switzerland,4/2/2021,605342,2250,10351,1
79933,Syria,4/2/2021,19164,125,1288,14
79934,Taiwan,4/2/2021,1039,3,10,0
79935,Tajikistan,4/2/2021,13308,0,90,0
79936,Tanzania,4/2/2021,509,0,21,0
79937,Thailand,4/2/2021,28947,58,94,0
79938,Timor,4/2/2021,677,34,,
79939,Togo,4/2/2021,10848,194,110,0
79940,Trinidad and Tobago,4/2/2021,8116,44,145,0
79941,Tunisia,4/2/2021,256931,1623,8890,47
79942,Turkey,4/2/2021,3400296,42308,31892,179
79943,Turks and Caicos Islands,4/2/2021,,,,
79944,Uganda,4/2/2021,40924,35,335,0
79945,Ukraine,4/2/2021,1762713,20003,35326,441
79946,United Arab Emirates,4/2/2021,465939,2180,1502,3
79947,United Kingdom,4/2/2021,4367969,3422,127058,52
79948,United States,4/2/2021,30611086,69831,554627,952
79949,Upper middle income,4/2/2021,,,,
79950,Uruguay,4/2/2021,111568,3380,1041,32
79951,Uzbekistan,4/2/2021,83239,189,630,0
79952,Vanuatu,4/2/2021,3,0,,
79953,Vatican,4/2/2021,27,0,,
79954,Venezuela,4/2/2021,162730,979,1629,14
79955,Vietnam,4/2/2021,2620,3,35,0
79956,Wallis and Futuna,4/2/2021,,,,
79957,World,4/2/2021,130243222,633739,2838317,10258
79958,Yemen,4/2/2021,4620,89,916,10
79959,Zambia,4/2/2021,88730,181,1215,3
79960,Zimbabwe,4/2/2021,36903,7,1524,1
79961,Afghanistan,4/3/2021,56595,23,2496,1
79962,Africa,4/3/2021,4261416,8781,113581,168
79963,Albania,4/3/2021,126183,341,2256,9
79964,Algeria,4/3/2021,117524,95,3102,3
79965,Andorra,4/3/2021,12174,59,117,1
79966,Angola,4/3/2021,22579,112,540,2
79967,Anguilla,4/3/2021,,,,
79968,Antigua and Barbuda,4/3/2021,1170,18,28,0
79969,Argentina,4/3/2021,2383537,10384,56106,83
79970,Armenia,4/3/2021,196044,1192,3575,23
79971,Aruba,4/3/2021,,,,
79972,Asia,4/3/2021,29124406,208717,432626,1499
79973,Australia,4/3/2021,29348,7,909,0
79974,Austria,4/3/2021,556012,3283,9434,37
79975,Azerbaijan,4/3/2021,268174,1852,3648,31
