id,location,date,total_cases,new_cases,total_deaths,new_deaths
716,South Korea,2/10/2020,27,2,,
717,Spain,2/10/2020,2,0,,
718,Sri Lanka,2/10/2020,1,0,,
719,Sweden,2/10/2020,1,0,,
720,Taiwan,2/10/2020,18,0,,
721,Thailand,2/10/2020,32,0,,
722,United Arab Emirates,2/10/2020,8,1,,
723,United Kingdom,2/10/2020,14,0,,
724,United States,2/10/2020,12,0,,
725,Vietnam,2/10/2020,14,1,,
726,World,2/10/2020,42769,2609,1013,107
727,Argentina,2/11/2020,,,,
728,Asia,2/11/2020,44589,2038,1113,100
729,Australia,2/11/2020,15,0,,
730,Belgium,2/11/2020,1,0,,
731,Cambodia,2/11/2020,1,0,,
732,Canada,2/11/2020,7,0,,
733,China,2/11/2020,44386,2032,1112,100
734,Denmark,2/11/2020,,,,
735,Estonia,2/11/2020,,,,
736,Europe,2/11/2020,52,3,,0
737,European Union,2/11/2020,35,2,,0
738,Fiji,2/11/2020,,,,
739,Finland,2/11/2020,1,0,,
740,France,2/11/2020,11,0,,
741,Germany,2/11/2020,16,2,,
742,Hong Kong,2/11/2020,,,,
743,India,2/11/2020,3,0,,
744,International,2/11/2020,135,0,,
745,Italy,2/11/2020,3,0,,
746,Japan,2/11/2020,27,1,,
747,Malaysia,2/11/2020,18,0,,
748,Malta,2/11/2020,,,,
749,Mexico,2/11/2020,,,,
750,Morocco,2/11/2020,,,,
751,Nepal,2/11/2020,1,0,,
752,North America,2/11/2020,20,1,,0
753,Oceania,2/11/2020,15,0,,0
754,Peru,2/11/2020,,,,
755,Philippines,2/11/2020,3,0,1,0
756,Russia,2/11/2020,2,0,,
757,Singapore,2/11/2020,47,2,,
758,Slovenia,2/11/2020,,,,
759,South Africa,2/11/2020,,,,
760,South Korea,2/11/2020,28,1,,
761,Spain,2/11/2020,2,0,,
762,Sri Lanka,2/11/2020,1,0,,
763,Sweden,2/11/2020,1,0,,
764,Taiwan,2/11/2020,18,0,,
765,Thailand,2/11/2020,33,1,,
766,United Arab Emirates,2/11/2020,8,0,,
767,United Kingdom,2/11/2020,15,1,,
768,United States,2/11/2020,13,1,,
769,Vietnam,2/11/2020,15,1,,
770,World,2/11/2020,44811,2042,1113,100
771,Argentina,2/12/2020,,,,
772,Asia,2/12/2020,44966,377,1118,5
773,Australia,2/12/2020,15,0,,
774,Belgium,2/12/2020,1,0,,
775,Cambodia,2/12/2020,1,0,,
776,Canada,2/12/2020,7,0,,
777,China,2/12/2020,44759,373,1117,5
778,Denmark,2/12/2020,,,,
779,Estonia,2/12/2020,,,,
780,Europe,2/12/2020,53,1,,0
781,European Union,2/12/2020,35,0,,0
782,Fiji,2/12/2020,,,,
783,Finland,2/12/2020,1,0,,
784,France,2/12/2020,11,0,,
785,Germany,2/12/2020,16,0,,
786,Hong Kong,2/12/2020,,,,
787,India,2/12/2020,3,0,,
788,International,2/12/2020,175,40,,
789,Italy,2/12/2020,3,0,,
790,Japan,2/12/2020,28,1,,
791,Malaysia,2/12/2020,18,0,,
792,Malta,2/12/2020,,,,
793,Mexico,2/12/2020,,,,
794,Morocco,2/12/2020,,,,
795,Nepal,2/12/2020,1,0,,
796,North America,2/12/2020,20,0,,0
797,Oceania,2/12/2020,15,0,,0
798,Peru,2/12/2020,,,,
799,Philippines,2/12/2020,3,0,1,0
800,Russia,2/12/2020,2,0,,
801,Singapore,2/12/2020,50,3,,
802,Slovenia,2/12/2020,,,,
803,South Africa,2/12/2020,,,,
804,South Korea,2/12/2020,28,0,,
805,Spain,2/12/2020,2,0,,
806,Sri Lanka,2/12/2020,1,0,,
807,Sweden,2/12/2020,1,0,,
808,Taiwan,2/12/2020,18,0,,
809,Thailand,2/12/2020,33,0,,
810,United Arab Emirates,2/12/2020,8,0,,
811,United Kingdom,2/12/2020,16,1,,
812,United States,2/12/2020,13,0,,
813,Vietnam,2/12/2020,15,0,,
814,World,2/12/2020,45229,418,1118,5
815,Africa,2/13/2020,,0,,0
816,Argentina,2/13/2020,,,,
817,Asia,2/13/2020,60117,15151,1371,253
818,Australia,2/13/2020,15,0,,
819,Belgium,2/13/2020,1,0,,
820,Cambodia,2/13/2020,1,0,,
821,Canada,2/13/2020,7,0,,
822,China,2/13/2020,59895,15136,1369,252
823,Denmark,2/13/2020,,,,
824,Estonia,2/13/2020,,,,
825,Europe,2/13/2020,54,1,,0
826,European Union,2/13/2020,35,0,,0
827,Fiji,2/13/2020,,,,
828,Finland,2/13/2020,1,0,,
829,France,2/13/2020,11,0,,
830,Germany,2/13/2020,16,0,,
831,Hong Kong,2/13/2020,,,,
832,India,2/13/2020,3,0,,
833,International,2/13/2020,175,0,,
834,Italy,2/13/2020,3,0,,
835,Japan,2/13/2020,33,5,1,1
836,Malaysia,2/13/2020,19,1,,
837,Malta,2/13/2020,,,,
838,Mexico,2/13/2020,,,,
839,Morocco,2/13/2020,,,,
840,Nepal,2/13/2020,1,0,,
841,North America,2/13/2020,21,1,,0
842,Oceania,2/13/2020,15,0,,0
843,Peru,2/13/2020,,,,
844,Philippines,2/13/2020,3,0,1,0
845,Russia,2/13/2020,2,0,,
846,Singapore,2/13/2020,58,8,,
847,Slovenia,2/13/2020,,,,
848,South Africa,2/13/2020,,,,
849,South Korea,2/13/2020,28,0,,
850,Spain,2/13/2020,2,0,,
851,Sri Lanka,2/13/2020,1,0,,
852,Sweden,2/13/2020,1,0,,
853,Taiwan,2/13/2020,18,0,,
854,Thailand,2/13/2020,33,0,,
855,United Arab Emirates,2/13/2020,8,0,,
856,United Kingdom,2/13/2020,17,1,,
857,United States,2/13/2020,14,1,,
858,Vietnam,2/13/2020,16,1,,
859,World,2/13/2020,60382,15153,1371,253
860,Africa,2/14/2020,1,1,,0
861,Argentina,2/14/2020,,,,
862,Asia,2/14/2020,66599,6482,1523,152
863,Australia,2/14/2020,15,0,,
864,Belgium,2/14/2020,1,0,,
865,Cambodia,2/14/2020,1,0,,
866,Canada,2/14/2020,7,0,,
867,China,2/14/2020,66358,6463,1521,152
868,Denmark,2/14/2020,,,,
869,Egypt,2/14/2020,1,1,,
870,Estonia,2/14/2020,,,,
871,Europe,2/14/2020,55,1,,0
872,European Union,2/14/2020,35,0,,0
873,Fiji,2/14/2020,,,,
874,Finland,2/14/2020,1,0,,
875,France,2/14/2020,11,0,,
876,Germany,2/14/2020,16,0,,
877,Hong Kong,2/14/2020,,,,
878,India,2/14/2020,3,0,,
879,International,2/14/2020,218,43,,
880,Italy,2/14/2020,3,0,,
881,Japan,2/14/2020,43,10,1,0
882,Malaysia,2/14/2020,19,0,,
883,Malta,2/14/2020,,,,
884,Mexico,2/14/2020,,,,
885,Morocco,2/14/2020,,,,
886,Nepal,2/14/2020,1,0,,
887,North America,2/14/2020,21,0,,0
888,Oceania,2/14/2020,15,0,,0
889,Peru,2/14/2020,,,,
890,Philippines,2/14/2020,3,0,1,0
891,Russia,2/14/2020,2,0,,
892,Singapore,2/14/2020,67,9,,
893,Slovenia,2/14/2020,,,,
894,South Africa,2/14/2020,,,,
895,South Korea,2/14/2020,28,0,,
896,Spain,2/14/2020,2,0,,
897,Sri Lanka,2/14/2020,1,0,,
898,Sweden,2/14/2020,1,0,,
899,Taiwan,2/14/2020,18,0,,
900,Thailand,2/14/2020,33,0,,
901,United Arab Emirates,2/14/2020,8,0,,
902,United Kingdom,2/14/2020,18,1,,
903,United States,2/14/2020,14,0,,
904,Vietnam,2/14/2020,16,0,,
905,World,2/14/2020,66909,6527,1523,152
906,Africa,2/15/2020,1,0,,0
907,Argentina,2/15/2020,,,,
908,Asia,2/15/2020,68674,2075,1665,142
909,Australia,2/15/2020,15,0,,
910,Belgium,2/15/2020,1,0,,
911,Cambodia,2/15/2020,1,0,,
912,Canada,2/15/2020,7,0,,
913,China,2/15/2020,68413,2055,1663,142
914,Denmark,2/15/2020,,,,
915,Egypt,2/15/2020,1,0,,
916,Estonia,2/15/2020,,,,
917,Europe,2/15/2020,56,1,1,1
918,European Union,2/15/2020,36,1,1,1
919,Fiji,2/15/2020,,,,
920,Finland,2/15/2020,1,0,,
921,France,2/15/2020,12,1,1,1
922,Germany,2/15/2020,16,0,,
923,Hong Kong,2/15/2020,,,,
924,India,2/15/2020,3,0,,
925,International,2/15/2020,285,67,,
926,Ireland,2/15/2020,,,,
927,Italy,2/15/2020,3,0,,
928,Japan,2/15/2020,54,11,1,0
929,Latvia,2/15/2020,,,,
930,Malaysia,2/15/2020,22,3,,
931,Malta,2/15/2020,,,,
932,Mexico,2/15/2020,,,,
933,Morocco,2/15/2020,,,,
934,Nepal,2/15/2020,1,0,,
935,North America,2/15/2020,21,0,,0
936,Oceania,2/15/2020,15,0,,0
937,Peru,2/15/2020,,,,
938,Philippines,2/15/2020,3,0,1,0
939,Portugal,2/15/2020,,,,
940,Russia,2/15/2020,2,0,,
941,Singapore,2/15/2020,72,5,,
942,Slovenia,2/15/2020,,,,
943,South Africa,2/15/2020,,,,
944,South Korea,2/15/2020,28,0,,
945,Spain,2/15/2020,2,0,,
946,Sri Lanka,2/15/2020,1,0,,
947,Sweden,2/15/2020,1,0,,
948,Taiwan,2/15/2020,18,0,,
949,Thailand,2/15/2020,34,1,,
950,United Arab Emirates,2/15/2020,8,0,,
951,United Kingdom,2/15/2020,18,0,,
952,United States,2/15/2020,14,0,,
953,Vietnam,2/15/2020,16,0,,
954,World,2/15/2020,69052,2143,1666,143
955,Africa,2/16/2020,1,0,,0
956,Argentina,2/16/2020,,,,
957,Asia,2/16/2020,70787,2113,1769,104
958,Australia,2/16/2020,15,0,,
959,Belgium,2/16/2020,1,0,,
960,Cambodia,2/16/2020,1,0,,
961,Canada,2/16/2020,7,0,,
962,China,2/16/2020,70513,2100,1766,103
963,Denmark,2/16/2020,,,,
964,Egypt,2/16/2020,1,0,,
965,Estonia,2/16/2020,,,,
966,Europe,2/16/2020,56,0,1,0
967,European Union,2/16/2020,36,0,1,0
968,Fiji,2/16/2020,,,,
969,Finland,2/16/2020,1,0,,
970,France,2/16/2020,12,0,1,0
971,Germany,2/16/2020,16,0,,
972,Hong Kong,2/16/2020,,,,
973,India,2/16/2020,3,0,,
974,International,2/16/2020,355,70,,
975,Italy,2/16/2020,3,0,,
976,Japan,2/16/2020,60,6,1,0
977,Malaysia,2/16/2020,22,0,,
978,Malta,2/16/2020,,,,
979,Mexico,2/16/2020,,,,
980,Morocco,2/16/2020,,,,
981,Nepal,2/16/2020,1,0,,
982,North America,2/16/2020,21,0,,0
983,Oceania,2/16/2020,15,0,,0
984,Peru,2/16/2020,,,,
985,Philippines,2/16/2020,3,0,1,0
986,Russia,2/16/2020,2,0,,
987,Singapore,2/16/2020,75,3,,
988,Slovenia,2/16/2020,,,,
989,South Africa,2/16/2020,,,,
990,South Korea,2/16/2020,29,1,,
991,Spain,2/16/2020,2,0,,
992,Sri Lanka,2/16/2020,1,0,,
993,Sweden,2/16/2020,1,0,,
994,Taiwan,2/16/2020,20,2,1,1
995,Thailand,2/16/2020,34,0,,
996,United Arab Emirates,2/16/2020,9,1,,
997,United Kingdom,2/16/2020,18,0,,
998,United States,2/16/2020,14,0,,
999,Vietnam,2/16/2020,16,0,,
1000,World,2/16/2020,71235,2183,1770,104
1001,Africa,2/17/2020,1,0,,0
1002,Argentina,2/17/2020,,,,
1003,Asia,2/17/2020,72721,1934,1867,98
1004,Australia,2/17/2020,15,0,,
1005,Belgium,2/17/2020,1,0,,
1006,Cambodia,2/17/2020,1,0,,
1007,Canada,2/17/2020,8,1,,
1008,China,2/17/2020,72434,1921,1864,98
1009,Denmark,2/17/2020,,,,
1010,Egypt,2/17/2020,1,0,,
1011,Estonia,2/17/2020,,,,
1012,Europe,2/17/2020,57,1,1,0
1013,European Union,2/17/2020,36,0,1,0
1014,Fiji,2/17/2020,,,,
1015,Finland,2/17/2020,1,0,,
1016,France,2/17/2020,12,0,1,0
1017,Germany,2/17/2020,16,0,,
1018,Guatemala,2/17/2020,,,,
1019,Hong Kong,2/17/2020,,,,
1020,India,2/17/2020,3,0,,
1021,International,2/17/2020,454,99,,
1022,Italy,2/17/2020,3,0,,
1023,Japan,2/17/2020,67,7,1,0
1024,Malaysia,2/17/2020,22,0,,
1025,Malta,2/17/2020,,,,
1026,Mexico,2/17/2020,,,,
1027,Morocco,2/17/2020,,,,
1028,Nepal,2/17/2020,1,0,,
1029,North America,2/17/2020,22,1,,0
1030,Oceania,2/17/2020,15,0,,0
1031,Peru,2/17/2020,,,,
1032,Philippines,2/17/2020,3,0,1,0
1033,Russia,2/17/2020,2,0,,
1034,Singapore,2/17/2020,77,2,,
1035,Slovenia,2/17/2020,,,,
1036,South Africa,2/17/2020,,,,
1037,South Korea,2/17/2020,30,1,,
1038,Spain,2/17/2020,2,0,,
1039,Sri Lanka,2/17/2020,1,0,,
1040,Sweden,2/17/2020,1,0,,
1041,Taiwan,2/17/2020,22,2,1,0
1042,Thailand,2/17/2020,35,1,,
1043,United Arab Emirates,2/17/2020,9,0,,
1044,United Kingdom,2/17/2020,19,1,,
1045,United States,2/17/2020,14,0,,
1046,Vietnam,2/17/2020,16,0,,
1047,World,2/17/2020,73270,2035,1868,98
1048,Africa,2/18/2020,1,0,,0
1049,Argentina,2/18/2020,,,,
1050,Asia,2/18/2020,74515,1794,2007,140
1051,Australia,2/18/2020,15,0,,
1052,Belgium,2/18/2020,1,0,,
1053,Cambodia,2/18/2020,1,0,,
1054,Canada,2/18/2020,8,0,,
1055,China,2/18/2020,74211,1777,2003,139
1056,Denmark,2/18/2020,,,,
1057,Egypt,2/18/2020,1,0,,
1058,Estonia,2/18/2020,,,,
1059,Europe,2/18/2020,57,0,1,0
1060,European Union,2/18/2020,36,0,1,0
1061,Fiji,2/18/2020,,,,
1062,Finland,2/18/2020,1,0,,
1063,France,2/18/2020,12,0,1,0
1064,Germany,2/18/2020,16,0,,
1065,Guatemala,2/18/2020,,,,
1066,Hong Kong,2/18/2020,,,,
1067,India,2/18/2020,3,0,,
1068,International,2/18/2020,542,88,,
1069,Italy,2/18/2020,3,0,,
1070,Japan,2/18/2020,79,12,2,1
1071,Malaysia,2/18/2020,22,0,,
1072,Malta,2/18/2020,,,,
1073,Mexico,2/18/2020,,,,
1074,Morocco,2/18/2020,,,,
1075,Nepal,2/18/2020,1,0,,
1076,North America,2/18/2020,22,0,,0
1077,Oceania,2/18/2020,15,0,,0
1078,Peru,2/18/2020,,,,
1079,Philippines,2/18/2020,3,0,1,0
1080,Russia,2/18/2020,2,0,,
1081,Singapore,2/18/2020,81,4,,
1082,Slovenia,2/18/2020,,,,
1083,South Africa,2/18/2020,,,,
1084,South Korea,2/18/2020,31,1,,
1085,Spain,2/18/2020,2,0,,
1086,Sri Lanka,2/18/2020,1,0,,
1087,Sweden,2/18/2020,1,0,,
1088,Taiwan,2/18/2020,22,0,1,0
1089,Thailand,2/18/2020,35,0,,
1090,United Arab Emirates,2/18/2020,9,0,,
1091,United Kingdom,2/18/2020,19,0,,
1092,United States,2/18/2020,14,0,,
1093,Vietnam,2/18/2020,16,0,,
1094,World,2/18/2020,75152,1882,2008,140
1095,Africa,2/19/2020,1,0,,0
1096,Argentina,2/19/2020,,,,
1097,Asia,2/19/2020,74935,420,2122,115
1098,Australia,2/19/2020,15,0,,
1099,Belgium,2/19/2020,1,0,,
1100,Cambodia,2/19/2020,1,0,,
1101,Canada,2/19/2020,8,0,,
1102,China,2/19/2020,74619,408,2116,113
1103,Denmark,2/19/2020,,,,
1104,Egypt,2/19/2020,1,0,,
1105,Estonia,2/19/2020,,,,
1106,Europe,2/19/2020,58,1,1,0
1107,European Union,2/19/2020,36,0,1,0
1108,Fiji,2/19/2020,,,,
1109,Finland,2/19/2020,1,0,,
1110,France,2/19/2020,12,0,1,0
1111,Germany,2/19/2020,16,0,,
1112,Guatemala,2/19/2020,,,,
1113,Hong Kong,2/19/2020,,,,
1114,India,2/19/2020,3,0,,
1115,International,2/19/2020,621,79,,
1116,Iran,2/19/2020,2,2,2,2
1117,Italy,2/19/2020,3,0,,
1118,Japan,2/19/2020,85,6,2,0
1119,Malaysia,2/19/2020,22,0,,
1120,Malta,2/19/2020,,,,
1121,Mexico,2/19/2020,,,,
1122,Morocco,2/19/2020,,,,
1123,Nepal,2/19/2020,1,0,,
1124,North America,2/19/2020,22,0,,0
1125,Oceania,2/19/2020,15,0,,0
1126,Peru,2/19/2020,,,,
1127,Philippines,2/19/2020,3,0,1,0
1128,Russia,2/19/2020,2,0,,
1129,Singapore,2/19/2020,84,3,,
1130,Slovenia,2/19/2020,,,,
1131,South Africa,2/19/2020,,,,
1132,South Korea,2/19/2020,31,0,,
1133,Spain,2/19/2020,2,0,,
1134,Sri Lanka,2/19/2020,1,0,,
1135,Sweden,2/19/2020,1,0,,
1136,Taiwan,2/19/2020,23,1,1,0
1137,Thailand,2/19/2020,35,0,,
1138,United Arab Emirates,2/19/2020,9,0,,
1139,United Kingdom,2/19/2020,20,1,,
1140,United States,2/19/2020,14,0,,
1141,Vietnam,2/19/2020,16,0,,
1142,World,2/19/2020,75652,500,2123,115
1143,Africa,2/20/2020,1,0,,0
1144,Argentina,2/20/2020,,,,
1145,Asia,2/20/2020,75480,545,2245,123
1146,Australia,2/20/2020,15,0,,
1147,Belgium,2/20/2020,1,0,,
1148,Cambodia,2/20/2020,1,0,,
1149,Canada,2/20/2020,8,0,,
1150,China,2/20/2020,75077,458,2238,122
1151,Denmark,2/20/2020,,,,
1152,Egypt,2/20/2020,1,0,,
1153,Estonia,2/20/2020,,,,
1154,Europe,2/20/2020,60,2,1,0
1155,European Union,2/20/2020,36,0,1,0
1156,Fiji,2/20/2020,,,,
1157,Finland,2/20/2020,1,0,,
1158,France,2/20/2020,12,0,1,0
1159,Germany,2/20/2020,16,0,,
1160,Guatemala,2/20/2020,,,,
1161,Hong Kong,2/20/2020,,,,
1162,India,2/20/2020,3,0,,
1163,International,2/20/2020,634,13,2,2
1164,Iran,2/20/2020,5,3,2,0
1165,Israel,2/20/2020,,,,
1166,Italy,2/20/2020,3,0,,
1167,Japan,2/20/2020,95,10,2,0
1168,Malaysia,2/20/2020,22,0,,
1169,Malta,2/20/2020,,,,
1170,Mexico,2/20/2020,,,,
1171,Morocco,2/20/2020,,,,
1172,Nepal,2/20/2020,1,0,,
1173,North America,2/20/2020,22,0,,0
1174,Oceania,2/20/2020,15,0,,0
1175,Peru,2/20/2020,,,,
1176,Philippines,2/20/2020,3,0,1,0
1177,Russia,2/20/2020,2,0,,
1178,Singapore,2/20/2020,84,0,,
1179,Slovenia,2/20/2020,,,,
1180,South Africa,2/20/2020,,,,
1181,South Korea,2/20/2020,104,73,1,1
1182,Spain,2/20/2020,2,0,,
1183,Sri Lanka,2/20/2020,1,0,,
1184,Sweden,2/20/2020,1,0,,
1185,Taiwan,2/20/2020,24,1,1,0
1186,Thailand,2/20/2020,35,0,,
1187,United Arab Emirates,2/20/2020,9,0,,
1188,United Kingdom,2/20/2020,22,2,,
1189,United States,2/20/2020,14,0,,
1190,Vietnam,2/20/2020,16,0,,
1191,World,2/20/2020,76212,560,2248,125
1192,Africa,2/21/2020,1,0,,0
1193,Argentina,2/21/2020,,,,
1194,Asia,2/21/2020,76088,608,2248,3
1195,Australia,2/21/2020,15,0,,
1196,Belgium,2/21/2020,1,0,,
1197,Cambodia,2/21/2020,1,0,,
1198,Canada,2/21/2020,9,1,,
1199,China,2/21/2020,75550,473,2238,0
1200,Denmark,2/21/2020,,,,
1201,Egypt,2/21/2020,1,0,,
1202,Estonia,2/21/2020,,,,
1203,Europe,2/21/2020,78,18,2,1
1204,European Union,2/21/2020,53,17,2,1
1205,Fiji,2/21/2020,,,,
1206,Finland,2/21/2020,1,0,,
1207,France,2/21/2020,12,0,1,0
1208,Germany,2/21/2020,16,0,,
1209,Guatemala,2/21/2020,,,,
1210,Hong Kong,2/21/2020,,,,
1211,India,2/21/2020,3,0,,
1212,International,2/21/2020,634,0,2,0
1213,Iran,2/21/2020,18,13,4,2
1214,Israel,2/21/2020,1,1,,
1215,Italy,2/21/2020,20,17,1,1
1216,Japan,2/21/2020,112,17,2,0
1217,Lebanon,2/21/2020,1,1,,
1218,Malaysia,2/21/2020,22,0,,
1219,Malta,2/21/2020,,,,
1220,Mexico,2/21/2020,,,,
1221,Morocco,2/21/2020,,,,
1222,Nepal,2/21/2020,1,0,,
1223,North America,2/21/2020,25,3,,0
1224,Oceania,2/21/2020,15,0,,0
1225,Peru,2/21/2020,,,,
1226,Philippines,2/21/2020,3,0,1,0
1227,Russia,2/21/2020,2,0,,
1228,Singapore,2/21/2020,85,1,,
1229,Slovenia,2/21/2020,,,,
1230,South Africa,2/21/2020,,,,
1231,South Korea,2/21/2020,204,100,2,1
1232,Spain,2/21/2020,2,0,,
1233,Sri Lanka,2/21/2020,1,0,,
1234,Sweden,2/21/2020,1,0,,
1235,Taiwan,2/21/2020,26,2,1,0
1236,Thailand,2/21/2020,35,0,,
1237,United Arab Emirates,2/21/2020,9,0,,
1238,United Kingdom,2/21/2020,23,1,,
1239,United States,2/21/2020,16,2,,
1240,Vietnam,2/21/2020,16,0,,
1241,World,2/21/2020,76841,629,2252,4
1242,Africa,2/22/2020,1,0,,0
1243,Argentina,2/22/2020,,,,
1244,Asia,2/22/2020,77807,1719,2454,206
1245,Australia,2/22/2020,15,0,,
1246,Belgium,2/22/2020,1,0,,
1247,Cambodia,2/22/2020,1,0,,
1248,Canada,2/22/2020,9,0,,
1249,China,2/22/2020,77001,1451,2443,205
1250,Denmark,2/22/2020,,,,
1251,Egypt,2/22/2020,1,0,,
1252,Estonia,2/22/2020,,,,
1253,Europe,2/22/2020,120,42,3,1
1254,European Union,2/22/2020,95,42,3,1
1255,Fiji,2/22/2020,,,,
1256,Finland,2/22/2020,1,0,,
1257,France,2/22/2020,12,0,1,0
1258,Germany,2/22/2020,16,0,,
1259,Guatemala,2/22/2020,,,,
1260,Hong Kong,2/22/2020,,,,
1261,India,2/22/2020,3,0,,
1262,International,2/22/2020,634,0,2,0
1263,Iran,2/22/2020,28,10,5,1
1264,Israel,2/22/2020,1,0,,
1265,Italy,2/22/2020,62,42,2,1
1266,Japan,2/22/2020,137,25,2,0
1267,Lebanon,2/22/2020,1,0,,
1268,Malaysia,2/22/2020,22,0,,
1269,Malta,2/22/2020,,,,
1270,Mexico,2/22/2020,,,,
1271,Morocco,2/22/2020,,,,
1272,Nepal,2/22/2020,1,0,,
1273,North America,2/22/2020,25,0,,0
1274,Oceania,2/22/2020,15,0,,0
1275,Peru,2/22/2020,,,,
1276,Philippines,2/22/2020,3,0,1,0
1277,Russia,2/22/2020,2,0,,
1278,Singapore,2/22/2020,85,0,,
1279,Slovenia,2/22/2020,,,,
1280,South Africa,2/22/2020,,,,
1281,South America,2/22/2020,,0,,0
1282,South Korea,2/22/2020,433,229,2,0
1283,Spain,2/22/2020,2,0,,
1284,Sri Lanka,2/22/2020,1,0,,
1285,Sweden,2/22/2020,1,0,,
1286,Taiwan,2/22/2020,26,0,1,0
1287,Thailand,2/22/2020,35,0,,
1288,United Arab Emirates,2/22/2020,13,4,,
1289,United Kingdom,2/22/2020,23,0,,
1290,United States,2/22/2020,16,0,,
1291,Vietnam,2/22/2020,16,0,,
1292,World,2/22/2020,78602,1761,2459,207
1293,Africa,2/23/2020,1,0,,0
1294,Argentina,2/23/2020,,,,
1295,Asia,2/23/2020,78030,223,2463,9
1296,Australia,2/23/2020,15,0,,
1297,Belgium,2/23/2020,1,0,,
1298,Cambodia,2/23/2020,1,0,,
1299,Canada,2/23/2020,9,0,,
1300,Chile,2/23/2020,2,2,,
1301,China,2/23/2020,77022,21,2445,2
1302,Denmark,2/23/2020,,,,
1303,Egypt,2/23/2020,1,0,,
1304,Estonia,2/23/2020,,,,
1305,Europe,2/23/2020,218,98,4,1
1306,European Union,2/23/2020,188,93,4,1
1307,Fiji,2/23/2020,,,,
1308,Finland,2/23/2020,1,0,,
1309,France,2/23/2020,12,0,1,0
1310,Germany,2/23/2020,16,0,,
1311,Guatemala,2/23/2020,,,,
1312,Hong Kong,2/23/2020,,,,
1313,India,2/23/2020,3,0,,
1314,International,2/23/2020,691,57,3,1
1315,Iran,2/23/2020,43,15,8,3
1316,Ireland,2/23/2020,,,,
1317,Israel,2/23/2020,1,0,,
1318,Italy,2/23/2020,155,93,3,1
1319,Japan,2/23/2020,149,12,2,0
1320,Latvia,2/23/2020,,,,
1321,Lebanon,2/23/2020,1,0,,
1322,Malaysia,2/23/2020,22,0,,
1323,Malta,2/23/2020,,,,
1324,Mexico,2/23/2020,,,,
1325,Morocco,2/23/2020,,,,
1326,Nepal,2/23/2020,1,0,,
1327,North America,2/23/2020,25,0,,0
1328,Norway,2/23/2020,,,,
1329,Oceania,2/23/2020,15,0,,0
1330,Peru,2/23/2020,,,,
1331,Philippines,2/23/2020,3,0,1,0
1332,Portugal,2/23/2020,,,,
1333,Russia,2/23/2020,2,0,,
1334,Singapore,2/23/2020,89,4,,
1335,Slovenia,2/23/2020,,,,
1336,South Africa,2/23/2020,,,,
1337,South America,2/23/2020,2,2,,0
1338,South Korea,2/23/2020,602,169,6,4
1339,Spain,2/23/2020,2,0,,
1340,Sri Lanka,2/23/2020,1,0,,
1341,Sweden,2/23/2020,1,0,,
1342,Taiwan,2/23/2020,28,2,1,0
1343,Thailand,2/23/2020,35,0,,
1344,United Arab Emirates,2/23/2020,13,0,,
1345,United Kingdom,2/23/2020,28,5,,
1346,United States,2/23/2020,16,0,,
1347,Vietnam,2/23/2020,16,0,,
1348,World,2/23/2020,78982,380,2470,11
1349,Afghanistan,2/24/2020,1,1,,
1350,Africa,2/24/2020,1,0,,0
1351,Argentina,2/24/2020,,,,
1352,Asia,2/24/2020,78517,487,2619,156
1353,Australia,2/24/2020,15,0,,
1354,Bahrain,2/24/2020,1,1,,
1355,Belgium,2/24/2020,1,0,,
1356,Cambodia,2/24/2020,1,0,,
1357,Canada,2/24/2020,10,1,,
1358,Chile,2/24/2020,2,0,,
1359,China,2/24/2020,77241,219,2595,150
1360,Denmark,2/24/2020,,,,
1361,Egypt,2/24/2020,1,0,,
1362,Estonia,2/24/2020,,,,
1363,Europe,2/24/2020,294,76,8,4
1364,European Union,2/24/2020,262,74,8,4
1365,Fiji,2/24/2020,,,,
1366,Finland,2/24/2020,1,0,,
1367,France,2/24/2020,12,0,1,0
1368,Germany,2/24/2020,16,0,,
1369,Guatemala,2/24/2020,,,,
1370,Hong Kong,2/24/2020,,,,
1371,India,2/24/2020,3,0,,
1372,International,2/24/2020,691,0,3,0
1373,Iran,2/24/2020,61,18,12,4
1374,Iraq,2/24/2020,1,1,,
1375,Israel,2/24/2020,1,0,,
1376,Italy,2/24/2020,229,74,7,4
1377,Japan,2/24/2020,160,11,2,0
1378,Kuwait,2/24/2020,1,1,,
1379,Lebanon,2/24/2020,1,0,,
1380,Luxembourg,2/24/2020,,,,
1381,Malaysia,2/24/2020,22,0,,
1382,Malta,2/24/2020,,,,
1383,Mexico,2/24/2020,,,,
1384,Morocco,2/24/2020,,,,
1385,Nepal,2/24/2020,1,0,,
1386,North America,2/24/2020,26,1,,0
1387,Oceania,2/24/2020,15,0,,0
1388,Oman,2/24/2020,2,2,,
1389,Peru,2/24/2020,,,,
1390,Philippines,2/24/2020,3,0,1,0
1391,Russia,2/24/2020,2,0,,
1392,Singapore,2/24/2020,89,0,,
1393,Slovenia,2/24/2020,,,,
1394,South Africa,2/24/2020,,,,
1395,South America,2/24/2020,2,0,,0
1396,South Korea,2/24/2020,833,231,8,2
1397,Spain,2/24/2020,2,0,,
1398,Sri Lanka,2/24/2020,1,0,,
1399,Sweden,2/24/2020,1,0,,
1400,Taiwan,2/24/2020,30,2,1,0
1401,Thailand,2/24/2020,35,0,,
